"","line","section_name","section_artist","song_name","artist_name","song_id"
"255","Go home, get ahead, light-speed internet","Bridge","Harry Styles","As It Was","Harry Styles","7844309"
"256","I don't wanna talk about the way that it was","Bridge","Harry Styles","As It Was","Harry Styles","7844309"
"257","Leave America, two kids follow her","Bridge","Harry Styles","As It Was","Harry Styles","7844309"
"258","I don't wanna talk about who's doin' it first","Bridge","Harry Styles","As It Was","Harry Styles","7844309"
"259","(Hey)","Outro","Harry Styles","As It Was","Harry Styles","7844309"
"260","As it was","Outro","Harry Styles","As It Was","Harry Styles","7844309"
"261","You know it's not the same as it was","Outro","Harry Styles","As It Was","Harry Styles","7844309"
"262","As it was, as it was","Outro","Harry Styles","As It Was","Harry Styles","7844309"
"263","No, no, no, no, no, no","Intro","Drake","Major Distribution","Drake & 21 Savage","8524072"
"264","No, no, no, no, no","Intro","Drake","Major Distribution","Drake & 21 Savage","8524072"
"265","Major distribution, man, my label on my dick, for real","Intro","Drake","Major Distribution","Drake & 21 Savage","8524072"
"266","Fuckin' with your friend and she ain't tell you, y'all ain't shit, for real","Intro","Drake","Major Distribution","Drake & 21 Savage","8524072"
"267","I've been out here crushin' on success, now she my bitch, for real","Intro","Drake","Major Distribution","Drake & 21 Savage","8524072"
"268","You say I'm persuasive, girl, but you can't spell that shit, for real","Intro","Drake","Major Distribution","Drake & 21 Savage","8524072"
"269","Hmm, hmm, in this mansion, I'm Macaulay Culkin","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"270","Paid in full, I'm Mekhi Phif'","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"271","Know you're tired, we just did dinner for three hours","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"272","Lyin' to me all night","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"273","Buyin' BM's Benzes out of spite","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"274","Paid a hundred, ran up somethin' light","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"275","Simple price to keep 'em out my life","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"276","Booby Trap, we need a business office","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"277","Magic City need a business office","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"278","Twenty-nine, I keep a business office","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"279","I'm in love with Houston, Dallas, Austin","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"280","Tell your guys to hold off on thе team chains","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"281","Seem like they may need monеy for coffins","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"282","Cuban girl, her family grind coffee","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"283","Text me on the signal, don't call me","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"284","Hmm, hmm, major distribution, labels call me","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"285","Bad Bunny numbers, it's a robbery","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"286","Five-hundred million, just for Aubrey","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"287","Hmm, hmm, yeah, major distribution how I pop it","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"288","Mention me to be the hottest topic","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"289","Same place you singin', bitch, you shoppin'","Verse 1","Drake & Lil Yachty","Major Distribution","Drake & 21 Savage","8524072"
"290","Okay, go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"291","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"292","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"293","Okay, okay, go stupid, stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"294","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"295","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"296","Go stupid, okay","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"297","Nigga tried to play this shit light, play it cool, play me like I'm sweet","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"298","Fuckin' on an opp nigga bitch, say she miss the golds in my teeth","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"299","4L shit, know we steppin', y'all should get to funeral preparin'","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"300","SF90, this is not McLaren, make an IG model run my errands","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"301","He gon' miss and we gon' spin his parents, stayed in Houston long as Steve Francis","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"302","Shoot his feet, got him doin' dances, wiggin' niggas like I played at Kansas","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"303","Ever seen somebody get shot? Lot of shit I seen before the top","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"304","I ain't tryna wrestle like The Rock, fuck the trish, I'd rather sip the wock","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"305","Lot of things I do to stay alive, everythin' except for call the cops","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"306","Savage still let his gun pop, FOX 5 gang, get you knocked","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"307","Major distribution, labels callin', Harry Styles numbers, it's a robbery","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"308","My niggas go in-Zayn to catch a body, we was face to face, you could've shot me","Verse 2","21 Savage","Major Distribution","Drake & 21 Savage","8524072"
"309","Okay, go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"310","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"311","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"312","Okay, okay, go stupid, stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"313","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"314","Go stupid, go stupid","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"315","Go stupid, okay","Chorus","Drake","Major Distribution","Drake & 21 Savage","8524072"
"316","I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"317","Baby, I'ma have the best fuckin' night of my life","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"318","And wherever it takes me, I'm down for the ride","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"319","Baby, don't you know I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"320","'Cause I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"321","Baby, I'ma have the best fuckin' night of my life","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"322","And wherever it takes me, I'm down for the ride","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"323","Baby, don't you know I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"324","Don't you know I'm good, yeah, I'm feelin' alright","Drop","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"325","You know I'm down for whatever tonight","Verse","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"326","I don't need the finer things in life","Verse","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"327","No matter where I go, it's a good time, yeah","Verse","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"328","And I, I don't need to sit in VIP","Verse","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"329","Middle of the floor, that's where I'll be","Verse","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"330","Don't got a lot, but that's enough for me, yeah","Verse","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"331","'Cause I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"332","Baby, I'ma have the best fuckin' night of my life","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"333","And wherever it takes me, I'm down for the ride","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"334","Baby, don't you know I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"335","I'm good","Drop","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"336","Good","Drop","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"337","I'm good","Drop","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"338","Don't you know I'm good, yeah, I'm feelin' alright","Drop","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"339","So I just let it go, let it go","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"340","Oh, na-na-na-na-na","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"341","No, I don't care no more, care no more","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"342","Oh, na-na-na-na-na","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"343","So come on, let me know, let me know","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"344","Put your hands up, na-na-na","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"345","No, baby, nothing's gonna stop us tonight","Bridge","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"346","'Cause I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"347","Baby, I'ma have the best fuckin' night of my life","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"348","And wherever it takes me, I'm down for the ride","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"349","Baby, don't you know I'm good, yeah, I'm feelin' alright","Chorus","David Guetta & Bebe Rexha","I’m Good (Blue)","David Guetta & Bebe Rexha","3037193"
"350","Lift me up","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"351","Hold me down","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"352","Keep me close","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"353","Safe and sound","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"354","Burning in a hopeless dream","Verse 1","Rihanna","Lift Me Up","Rihanna","8501724"
"355","Hold me when you go to sleep","Verse 1","Rihanna","Lift Me Up","Rihanna","8501724"
"356","Keep me in the warmth of your love","Verse 1","Rihanna","Lift Me Up","Rihanna","8501724"
"357","When you depart, keep me safe","Verse 1","Rihanna","Lift Me Up","Rihanna","8501724"
"358","Safe and sound","Verse 1","Rihanna","Lift Me Up","Rihanna","8501724"
"359","Lift me up","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"360","Hold me down","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"361","Keep me close","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"362","Safe and sound","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"363","Drowning in an endless sea","Verse 2","Rihanna","Lift Me Up","Rihanna","8501724"
"364","Take some time and stay with me","Verse 2","Rihanna","Lift Me Up","Rihanna","8501724"
"365","Keep me in the strength of your arms","Verse 2","Rihanna","Lift Me Up","Rihanna","8501724"
"366","Keep me safe","Verse 2","Rihanna","Lift Me Up","Rihanna","8501724"
"367","Safe and sound","Verse 2","Rihanna","Lift Me Up","Rihanna","8501724"
"368","Lift me up","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"369","Hold me down","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"370","Keep me safe","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"371","Safe and sound","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"372","Burning in a hopeless dream","Verse 3","Rihanna","Lift Me Up","Rihanna","8501724"
"373","Hold me when you go to sleep","Verse 3","Rihanna","Lift Me Up","Rihanna","8501724"
"374","Keep me safe","Verse 3","Rihanna","Lift Me Up","Rihanna","8501724"
"375","We need light, we need love","Verse 3","Rihanna","Lift Me Up","Rihanna","8501724"
"376","(Lift me up) Lift me up in your arms","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"377","(Hold me down) I need love, I need love, I need love","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"378","(Keep me close) Hold me, hold me","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"379","(Safe and sound) Hold me, hold me, hold me, hold me","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"380","(Lift me up) Hold me, hold me, hold me, hold me","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"381","(Hold me down) Hold me, hold me","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"382","(Keep me safe) We need light, we need love","Chorus","Rihanna","Lift Me Up","Rihanna","8501724"
"383","You gotta motherfuckin' feel this shit, boy","Intro","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"384","(BanBwoi)","Intro","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"385","Woah","Intro","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"386","I got feelings for you","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"387","Hope you ain't lovin' the crew","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"388","How many bodies you got?","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"389","Pray it ain't more than a few","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"390","Know that you dealt with some lames","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"391","When you was young and in school","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"392","He had to pop your cherry","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"393","But I got it wet like a pool","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"394","She got a new G-Wag'","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"395","She wanna hit Highlight Room and show it off","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"396","Got a new body, girl, show it off","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"397","This a Brazilian, I know it's soft","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"398","Toned up and she got a six-pack","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"399","Look like she used to play volleyball","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
"400","American Express, you can have it all","Verse 1","21 Savage","Spin Bout U","Drake & 21 Savage","8524064"
